Target	Target_2	Category	KO	GeneID	Full_GeneName	Phagotrophy_annotation	Notes	
Phagotrophy	Phagosome associated	Phagosome maturation	K06751	MHC class I antigen	MHC class I antigen	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K06752	MHC class II antigen	MHC class II antigen	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K00921	PIKFYVE FAB1	1-phosphatidylinositol-3-phosphate 5-kinase	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K08054	CANX	Calnexin	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K08057	CALR	Calreticulin	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K01365	CTSL	Cathepsin L	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K10414	DYNC2H DNCH2	dynein heavy chain 2 cytosolic	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K10956	SEC61A	Protein transport protein SEC61 subunit alpha	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K07374	TUBA	Tubulin alpha	Phagosome acidification		
Phagotrophy	Phagosome associated	Phagosome maturation	K03661	ATPeV0B ATP6F	V-type H+-transporting ATPase 21kDa proteolipid subunit	Phagosome acidification		
Phagotrophy	SNARE complex	SNARE complex	K13814	TSNARE1	t-SNARE domain-containing protein 1			
Phagotrophy	SNARE complex	SNARE complex	K04560	syntaxin 1A	syntaxin 1A			
Phagotrophy	SNARE complex	SNARE complex	K08486	syntaxin 1B/2/3	syntaxin 1B/2/3			
Phagotrophy	SNARE complex	SNARE complex	K13502	syntaxin 4	syntaxin 4			
Phagotrophy	SNARE complex	SNARE complex	K08487	syntaxin 11	syntaxin 11			
Phagotrophy	SNARE complex	SNARE complex	K08488	syntaxin 7	syntaxin 7			
Phagotrophy	SNARE complex	SNARE complex	K21155	syntaxin VAM3	syntaxin VAM3			
Phagotrophy	SNARE complex	SNARE complex	K08489	syntaxin 16	syntaxin 16			
Phagotrophy	SNARE complex	SNARE complex	K08490	syntaxin 5	syntaxin 5			
Phagotrophy	SNARE complex	SNARE complex	K08491	syntaxin 17	syntaxin 17			
Phagotrophy	SNARE complex	SNARE complex	K08492	syntaxin 18	syntaxin 18			
Phagotrophy	SNARE complex	SNARE complex	K08493	vesicle transport through interaction with t-SNAREs 1	vesicle transport through interaction with t-SNAREs 1			
Phagotrophy	SNARE complex	SNARE complex	K08495	golgi SNAP receptor complex member 1	golgi SNAP receptor complex member 1			
Phagotrophy	SNARE complex	SNARE complex	K08496	golgi SNAP receptor complex member 2	golgi SNAP receptor complex member 2			
Phagotrophy	SNARE complex	SNARE complex	K08497	protein transport protein SEC20	protein transport protein SEC20			
Phagotrophy	SNARE complex	SNARE complex	K08498	syntaxin 6	syntaxin 6			
Phagotrophy	SNARE complex	SNARE complex	K08499	member of the syntaxin family of t-SNAREs	member of the syntaxin family of t-SNAREs			
Phagotrophy	SNARE complex	SNARE complex	K08500	syntaxin of plants SYP6	syntaxin of plants SYP6			
Phagotrophy	SNARE complex	SNARE complex	K08501	syntaxin 8	syntaxin 8			
Phagotrophy	SNARE complex	SNARE complex	K08502	regulator of vacuolar morphogenesis	regulator of vacuolar morphogenesis			
Phagotrophy	SNARE complex	SNARE complex	K08503	syntaxin of plants SYP5	syntaxin of plants SYP5			
Phagotrophy	SNARE complex	SNARE complex	K08504	blocked early in transport 1	blocked early in transport 1			
Phagotrophy	SNARE complex	SNARE complex	K08505	protein transport protein SFT1	protein transport protein SFT1			
Phagotrophy	SNARE complex	SNARE complex	K08506	syntaxin of plants SYP7	syntaxin of plants SYP7			
Phagotrophy	SNARE complex	SNARE complex	K08507	unconventional SNARE in the endoplasmic reticulum protein 1	unconventional SNARE in the endoplasmic reticulum protein 1			
Phagotrophy	SNARE complex	SNARE complex	K08508	synaptosomal-associated protein 23	synaptosomal-associated protein 23			
Phagotrophy	SNARE complex	SNARE complex	K08509	synaptosomal-associated protein 29	synaptosomal-associated protein 29			
Phagotrophy	SNARE complex	SNARE complex	K08510	vesicle-associated membrane protein 1	vesicle-associated membrane protein 1			
Phagotrophy	SNARE complex	SNARE complex	K13504	vesicle-associated membrane protein 2	vesicle-associated membrane protein 2			
Phagotrophy	SNARE complex	SNARE complex	K13505	vesicle-associated membrane protein 3	vesicle-associated membrane protein 3			
Phagotrophy	SNARE complex	SNARE complex	K08512	vesicle-associated membrane protein 8	vesicle-associated membrane protein 8			
Phagotrophy	SNARE complex	SNARE complex	K08513	vesicle-associated membrane protein 4	vesicle-associated membrane protein 4			
Phagotrophy	SNARE complex	SNARE complex	K08514	vesicle-associated membrane protein 5	vesicle-associated membrane protein 5			
Phagotrophy	SNARE complex	SNARE complex	K08515	vesicle-associated membrane protein 7	vesicle-associated membrane protein 7			
Phagotrophy	SNARE complex	SNARE complex	K08516	synaptobrevin homolog YKT6	synaptobrevin homolog YKT6			
Phagotrophy	SNARE complex	SNARE complex	K08517	vesicle transport protein SEC22	vesicle transport protein SEC22			
Phagotrophy	V-type ATPase	V-type ATPase	K02144	ATPeV1H	V-type H+-transporting ATPase subunit H			
Phagotrophy	V-type ATPase	V-type ATPase	K02145	"ATPeV1A, ATP6A"	V-type H+-transporting ATPase subunit A 			
Phagotrophy	V-type ATPase	V-type ATPase	K02146	"ATPeV0D, ATP6D"	V-type H+-transporting ATPase subunit d			
Phagotrophy	V-type ATPase	V-type ATPase	K02147	"ATPeV1B, ATP6B"	V-type H+-transporting ATPase subunit B			
Phagotrophy	V-type ATPase	V-type ATPase	K02148	"ATPeV1C, ATP6C"	V-type H+-transporting ATPase subunit C			
Phagotrophy	V-type ATPase	V-type ATPase	K02149	"ATPeV1D, ATP6M"	V-type H+-transporting ATPase subunit D			
Phagotrophy	V-type ATPase	V-type ATPase	K02150	"ATPeV1E, ATP6E"	V-type H+-transporting ATPase subunit E			
Phagotrophy	V-type ATPase	V-type ATPase	K02151	"ATPeV1F, ATP6S14"	V-type H+-transporting ATPase subunit F			
Phagotrophy	V-type ATPase	V-type ATPase	K02152	"ATPeV1G, ATP6G"	V-type H+-transporting ATPase subunit G			
Phagotrophy	V-type ATPase	V-type ATPase	K02153	"ATPeV0E, ATP6H"	V-type H+-transporting ATPase subunit e			
Phagotrophy	V-type ATPase	V-type ATPase	K02154	"ATPeV0A, ATP6N"	V-type H+-transporting ATPase subunit a			
Phagotrophy	V-type ATPase	V-type ATPase	K02155	"ATPeV0C, ATP6L"	V-type H+-transporting ATPase 16kDa proteolipid subunit			
Phagotrophy	V-type ATPase	V-type ATPase	K03661	"ATPeV0B, ATP6F"	V-type H+-transporting ATPase 21kDa proteolipid subunit			
Phagotrophy	V-type ATPase	V-type ATPase	K03662	"ATPeVS1, ATP6S1"	V-type H+-transporting ATPase S1 subunit			
Phagotrophy-other	other	additional breakdown	K00496		alkB1_2; alkane 1-monooxygenase [EC:1.14.15.3]			
Phagotrophy-other	other	additional breakdown	K14338		"cypD_E, CYP102A2_3; cytochrome P450 / NADPH-cytochrome P450 reductase "			
Phagotrophy-other	other	additional breakdown	K00128		ALDH; aldehyde dehydrogenase (NAD+); part of polyamine biosynthessi			
Phagotrophy-other	other	additional breakdown	K00121		"frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"			
Phagotrophy-other	other	additional breakdown	K13953		"adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"			
Phagotrophy-other	other	additional breakdown	K13954		yiaY; alcohol dehydrogenase [EC:1.1.1.1]			
Phagotrophy-other	other	additional breakdown	K00001		"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"			
Phagotrophy-other	other	else	K06513		CD89 antigen			
Phagotrophy-other	other	else	K06498		high affinity immunoglobulin gamma Fc receptor I			
Phagotrophy-other	other	else	K06472		low affinity immunoglobulin gamma Fc receptor II-a			
Phagotrophy-other	other	else	K12560		low affinity immunoglobulin gamma Fc receptor II-b			
Phagotrophy-other	other	else	K16824		low affinity immunoglobulin gamma Fc receptor II-c			
Phagotrophy-other	other	else	K06463		low affinity immunoglobulin gamma Fc receptor III			
Phagotrophy-other	other	else	K06856		immunoglobulin heavy chain			
Phagotrophy-other	other	else	K01330		"complement component 1, r subcomponent [EC:3.4.21.41]"			
Phagotrophy-other	other	else	K06461		integrin alpha M			
Phagotrophy-other	other	else	K06464		integrin beta 2			
Phagotrophy-other	other	else	K03990		complement component 3			
Phagotrophy-other	other	else	K10066		collectin sub-family member 11			
Phagotrophy-other	other	else	K10062		collectin sub-family member 12			
Phagotrophy-other	other	else	K03991		mannose-binding lectin			
Phagotrophy-other	other	else	K10067		pulmonary surfactant-associated protein A			
Phagotrophy-other	other	else	K10068		pulmonary surfactant-associated protein D			
Phagotrophy-other	other	else	K06487		integrin alpha V			
Phagotrophy-other	other	else	K06481		integrin alpha 2			
Phagotrophy-other	other	else	K06484		integrin alpha 5			
Phagotrophy-other	other	else	K05719		integrin beta 1			
Phagotrophy-other	other	else	K06493		integrin beta 3			
Phagotrophy-other	other	else	K06588		integrin beta 5			
Phagotrophy-other	other	else	K16857		thrombospondin 1			
Phagotrophy-other	other	else	K04659		thrombospondin 2/3/4/5			
Phagotrophy-other	other	else	K10159		toll-like receptor 2			
Phagotrophy-other	other	else	K10169		toll-like receptor 6			
Phagotrophy-other	other	else	K10160		toll-like receptor 4			
Phagotrophy-other	other	else	K04391		monocyte differentiation antigen CD14			
Phagotrophy-other	other	else	K06563		C-type lectin domain family 4 member M			
Phagotrophy-other	other	else	K10074		C-type lectin domain family 7 member A			
Phagotrophy-other	other	else	K06558		macrophage scavenger receptor 1			
Phagotrophy-other	other	else	K13884		macrophage receptor with collagenous structure			
Phagotrophy-other	other	else	K08763		oxidised low-density lipoprotein receptor 1			
Phagotrophy-other	other	else	K13885		"scavenger receptor class B, member 1"			
Phagotrophy-other	other	else	K08009		"cytochrome b-245, alpha polypeptide"			
Phagotrophy-other	other	else	K21421		NADPH oxidase 2 [EC:1.-.-.-]			
Phagotrophy-other	other	else	K08011		neutrophil cytosolic factor 1			
Phagotrophy-other	other	else	K08010		neutrophil cytosolic factor 2			
Phagotrophy-other	other	else	K08012		neutrophil cytosolic factor 4			
Phagotrophy-other	other	other	K00019		"E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]"			
Phagotrophy-other	other	other	K01641		E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]			
Phagotrophy-other	other	other	K01640		"E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]"			
Phagotrophy-other	other	other	K07511		ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]			
Phagotrophy-other	other	other	K00454		LOX2S; lipoxygenase [EC:1.13.11.12]			
Phagotrophy-other	other	other	K05894		OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]			
Phagotrophy-other	other	other	K01574		adc; acetoacetate decarboxylase [EC:4.1.1.4]			
Phagotrophy-other	other	phosphatidylinositol	K13711	PI4K2	phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]			
Phagotrophy-other	other	phosphatidylinositol	K00888	PI4KA	phosphatidylinositol 4-kinase A [EC:2.7.1.67]			
Phagotrophy-other	other	phosphatidylinositol	K19801	PI4KB	phosphatidylinositol 4-kinase B [EC:2.7.1.67]			
Phagotrophy-other	other	phosphatidylinositol	K20044	PICALM	phosphatidylinositol-binding clathrin assembly protein			
Phagotrophy-other	other	phosphatidylinositol	K03857	"PIGA, GPI3"	"phosphatidylinositol glycan, class A [EC:2.4.1.198]"			
Phagotrophy-other	other	phosphatidylinositol	K05286	PIGB	"phosphatidylinositol glycan, class B [EC:2.4.1.-]"			
Phagotrophy-other	other	phosphatidylinositol	K03859	"PIGC, GPI2"	"phosphatidylinositol glycan, class C"			
Phagotrophy-other	other	phosphatidylinositol	K05287	PIGF	"phosphatidylinositol glycan, class F [EC:2.7.-.-]"			
Phagotrophy-other	other	phosphatidylinositol	K05290	PIGK	"phosphatidylinositol glycan, class K [EC:2.6.-.-]"			
Phagotrophy-other	other	phosphatidylinositol	K05284	PIGM	"phosphatidylinositol glycan, class M [EC:2.4.1.-]"			
Phagotrophy-other	other	phosphatidylinositol	K05285	PIGN	"phosphatidylinositol glycan, class N [EC:2.7.-.-]"			
Phagotrophy-other	other	phosphatidylinositol	K05288	PIGO	"phosphatidylinositol glycan, class O"			
Phagotrophy-other	other	phosphatidylinositol	K03861	"PIGP, GPI19, DSCR5"	"phosphatidylinositol glycan, class P"			
Phagotrophy-other	other	phosphatidylinositol	K03860	"PIGQ, GPI1"	"phosphatidylinositol glycan, class Q"			
Phagotrophy-other	other	phosphatidylinositol	K05291	PIGS	"phosphatidylinositol glycan, class S"			
Phagotrophy-other	other	phosphatidylinositol	K05292	PIGT	"phosphatidylinositol glycan, class T"			
Phagotrophy-other	other	phosphatidylinositol	K05293	PIGU	"phosphatidylinositol glycan, class U"			
Phagotrophy-other	other	phosphatidylinositol	K07542	PIGV	"phosphatidylinositol glycan, class V [EC:2.4.1.-]"			
Phagotrophy-other	other	phosphatidylinositol	K05283	PIGW	"phosphatidylinositol glycan, class W [EC:2.3.-.-]"			
Phagotrophy-other	other	phosphatidylinositol	K07541	PIGX	"phosphatidylinositol glycan, class X"			
Phagotrophy-other	other	phosphatidylinositol	K11001	PIGY	"phosphatidylinositol glycan anchor biosynthesis, class Y"			
Phagotrophy-other	other	phosphatidylinositol	K08098	"PIGZ, SMP3"	"phosphatidylinositol glycan, class Z [EC:2.4.1.-]"			
Phagotrophy-other	other	phosphatidylinositol	K12230	"PIK3AP1, BCAP"	phosphoinositide 3-kinase adapter protein 1			
Phagotrophy-other	other	phosphatidylinositol	K00922	PIK3C	"phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]"			
Phagotrophy-other	other	phosphatidylinositol	K00923	PIK3C2	phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]			
Phagotrophy-other	other	phosphatidylinositol	K02649	PIK3R	"phosphoinositide-3-kinase, regulatory subunit"			
Phagotrophy-other	other	phosphatidylinositol	K08333	"PIK3R4, VPS15"	"phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]"			
Phagotrophy-other	other	phosphatidylinositol	K21290	PIK3R5_6	phosphoinositide-3-kinase regulatory subunit 5/6			
Phagotrophy-other	other	phosphatidylinositol	K00921	"PIKFYVE, FAB1"	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K13509	AGPAT1_2	lysophosphatidate acyltransferase [EC:2.3.1.51]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K13523	AGPAT3_4	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K00630	ATS1	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K11155	DGAT1	diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]	See Becker et al. 2019		
Phagotrophy-other	other	Triacylglycerol biosynthesis	K11160	DGAT2	diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]	See Becker et al. 2019		
Phagotrophy-other	other	Triacylglycerol biosynthesis	K13507	GAT	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K00629	GPAT1_2	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K13506	"GPAT3_4, AGPAT9, AGPAT6"	glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K13513	"LCLAT1, AGPAT8"	lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K13519	"LPT1, ALE1"	lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K13517	MBOAT1_2	lysophospholipid acyltransferase 1/2 [EC:2.3.1.51 2.3.1.-]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K00655	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K03621	plsX	glycerol-3-phosphate acyltransferase PlsX [EC:2.3.1.15]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K08591	plsY	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K01080	PPAP2	phosphatidate phosphatase [EC:3.1.3.4]			
Phagotrophy-other	other	Triacylglycerol biosynthesis	K14674	TGL4	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]			
